current_url,current_status,indexability,current_canonical,current_redirect,proposed_target,action,priority,decision_status,notes
https://www.myreliefplus.com/trigger-point-injections-lafayette,200 OK,Indexable,https://www.myreliefplus.com/trigger-point-injections-lafayette,,/trigger-point-injections-lafayette,Preserve URL and rebuild equivalent page,P1,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/shoulder-pain-lafayette,200 OK,Indexable,https://www.myreliefplus.com/shoulder-pain-lafayette,,/shoulder-pain-lafayette,Preserve URL and rebuild equivalent page,P1,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/physical-therapy-lafayette,200 OK,Indexable,https://www.myreliefplus.com/physical-therapy-lafayette,,/physical-therapy-lafayette,Preserve URL and rebuild equivalent page,P0,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/prp-therapy-lafayette,200 OK,Indexable,https://www.myreliefplus.com/prp-therapy-lafayette,,/prp-therapy-lafayette,Preserve URL and rebuild equivalent page,P1,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/class-iv-laser-therapy-lafayette,200 OK,Indexable,https://www.myreliefplus.com/class-iv-laser-therapy-lafayette,,/class-iv-laser-therapy-lafayette,Preserve URL and rebuild equivalent page,P1,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/headache-treatment-lafayette,200 OK,Indexable,https://www.myreliefplus.com/headache-treatment-lafayette,,/headache-treatment-lafayette,Preserve URL and rebuild equivalent page,P1,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/tendonitis-treatment-lafayette,200 OK,Indexable,https://www.myreliefplus.com/tendonitis-treatment-lafayette,,/tendonitis-treatment-lafayette,Preserve URL and rebuild equivalent page,P1,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/knee-pain-lafayette,200 OK,Indexable,https://www.myreliefplus.com/knee-pain-lafayette,,/knee-pain-lafayette,Preserve URL and rebuild equivalent page,P1,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/regenerative-cellular-therapy-lafayette,200 OK,Indexable,https://www.myreliefplus.com/regenerative-cellular-therapy-lafayette,,/regenerative-cellular-therapy-lafayette,Preserve URL and rebuild equivalent page,P0,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/our-approach,200 OK,Indexable,https://www.myreliefplus.com/our-approach,,/our-approach,Preserve URL and rebuild equivalent page,P1,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/cart,200 OK,Non-Indexable,,,,Retire or keep noindex,P3,Proposed,Non-indexable utility route; confirm no commerce requirement before retirement.
https://www.myreliefplus.com/about,200 OK,Indexable,https://www.myreliefplus.com/about,,/about,Preserve URL and rebuild equivalent page,P0,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/faqs-1,200 OK,Indexable,https://www.myreliefplus.com/faqs-1,,/faq-lafayette,Consolidate duplicate with reviewed 301,P2,Proposed,Likely duplicate FAQ route; confirm content and backlinks before consolidation.
https://www.myreliefplus.com/herniated-disc-lafayette,200 OK,Indexable,https://www.myreliefplus.com/herniated-disc-lafayette,,/herniated-disc-lafayette,Preserve URL and rebuild equivalent page,P1,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/services,200 OK,Indexable,https://www.myreliefplus.com/services,,/services,Preserve URL and rebuild equivalent page,P0,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/dry-needling-lafayette,200 OK,Indexable,https://www.myreliefplus.com/dry-needling-lafayette,,/dry-needling-lafayette,Preserve URL and rebuild equivalent page,P1,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/why-your-hip-hurts-when-you-walk-lafayette-la-guide,200 OK,Indexable,https://www.myreliefplus.com/blog/why-your-hip-hurts-when-you-walk-lafayette-la-guide,,/blog/why-your-hip-hurts-when-you-walk-lafayette-la-guide,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/why-your-elbow-hurts-when-you-lift-lafayette-la-guide,200 OK,Indexable,https://www.myreliefplus.com/blog/why-your-elbow-hurts-when-you-lift-lafayette-la-guide,,/blog/why-your-elbow-hurts-when-you-lift-lafayette-la-guide,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/healing-your-shoulder-why-prolozone-is-a-game-changer-for-ac-joint-injuries,200 OK,Indexable,https://www.myreliefplus.com/blog/healing-your-shoulder-why-prolozone-is-a-game-changer-for-ac-joint-injuries,,/blog/healing-your-shoulder-why-prolozone-is-a-game-changer-for-ac-joint-injuries,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/car-accident-injury-treatment-in-lafayette-la-what-to-do-immediately-and-why-waiting-can-make-it-worse,200 OK,Indexable,https://www.myreliefplus.com/blog/car-accident-injury-treatment-in-lafayette-la-what-to-do-immediately-and-why-waiting-can-make-it-worse,,/blog/car-accident-injury-treatment-in-lafayette-la-what-to-do-immediately-and-why-waiting-can-make-it-worse,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/can-ozone-injections-help-your-knee-osteoarthritis-a-modern-approach-to-pain-management,200 OK,Indexable,https://www.myreliefplus.com/blog/can-ozone-injections-help-your-knee-osteoarthritis-a-modern-approach-to-pain-management,,/blog/can-ozone-injections-help-your-knee-osteoarthritis-a-modern-approach-to-pain-management,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/unlocking-recovery-how-systemic-ozone-therapy-complements-chiropractic-care,200 OK,Indexable,https://www.myreliefplus.com/blog/unlocking-recovery-how-systemic-ozone-therapy-complements-chiropractic-care,,/blog/unlocking-recovery-how-systemic-ozone-therapy-complements-chiropractic-care,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/why-your-neck-hurts-when-you-wake-up-lafayette-la-guide,200 OK,Indexable,https://www.myreliefplus.com/blog/why-your-neck-hurts-when-you-wake-up-lafayette-la-guide,,/blog/why-your-neck-hurts-when-you-wake-up-lafayette-la-guide,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/why-your-jaw-hurts-tmj-pain-guide-for-lafayette-la,200 OK,Indexable,https://www.myreliefplus.com/blog/why-your-jaw-hurts-tmj-pain-guide-for-lafayette-la,,/blog/why-your-jaw-hurts-tmj-pain-guide-for-lafayette-la,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/whiplash-treatment-in-lafayette-la-symptoms-causes-and-how-to-recover-faster,200 OK,Indexable,https://www.myreliefplus.com/blog/whiplash-treatment-in-lafayette-la-symptoms-causes-and-how-to-recover-faster,,/blog/whiplash-treatment-in-lafayette-la-symptoms-causes-and-how-to-recover-faster,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/shoulder-pain-treatment-in-lafayette-la-why-it-wont-go-away-and-what-actually-helps,200 OK,Indexable,https://www.myreliefplus.com/blog/shoulder-pain-treatment-in-lafayette-la-why-it-wont-go-away-and-what-actually-helps,,/blog/shoulder-pain-treatment-in-lafayette-la-why-it-wont-go-away-and-what-actually-helps,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/why-your-hands-go-numb-at-night-lafayette-la-guide,200 OK,Indexable,https://www.myreliefplus.com/blog/why-your-hands-go-numb-at-night-lafayette-la-guide,,/blog/why-your-hands-go-numb-at-night-lafayette-la-guide,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/knee-pain-treatment-in-lafayette-la-causes-solutions-and-when-to-get-help,200 OK,Indexable,https://www.myreliefplus.com/blog/knee-pain-treatment-in-lafayette-la-causes-solutions-and-when-to-get-help,,/blog/knee-pain-treatment-in-lafayette-la-causes-solutions-and-when-to-get-help,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/headache-relief-in-lafayette-la-when-its-coming-from-your-neck-and-what-actually-helps,200 OK,Indexable,https://www.myreliefplus.com/blog/headache-relief-in-lafayette-la-when-its-coming-from-your-neck-and-what-actually-helps,,/blog/headache-relief-in-lafayette-la-when-its-coming-from-your-neck-and-what-actually-helps,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/why-your-shoulder-hurts-when-you-sleep-lafayette-la-guide,200 OK,Indexable,https://www.myreliefplus.com/blog/why-your-shoulder-hurts-when-you-sleep-lafayette-la-guide,,/blog/why-your-shoulder-hurts-when-you-sleep-lafayette-la-guide,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/delayed-pain-after-a-car-accident-in-lafayette-la-why-symptoms-show-up-later,200 OK,Indexable,https://www.myreliefplus.com/blog/delayed-pain-after-a-car-accident-in-lafayette-la-why-symptoms-show-up-later,,/blog/delayed-pain-after-a-car-accident-in-lafayette-la-why-symptoms-show-up-later,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/how-long-after-a-car-accident-should-you-see-a-chiropractor-in-lafayette-la,200 OK,Indexable,https://www.myreliefplus.com/blog/how-long-after-a-car-accident-should-you-see-a-chiropractor-in-lafayette-la,,/blog/how-long-after-a-car-accident-should-you-see-a-chiropractor-in-lafayette-la,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/why-your-foot-hurts-when-you-first-wake-up-lafayette-la-guide,200 OK,Indexable,https://www.myreliefplus.com/blog/why-your-foot-hurts-when-you-first-wake-up-lafayette-la-guide,,/blog/why-your-foot-hurts-when-you-first-wake-up-lafayette-la-guide,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog?offset=1775577131561,200 OK,Non-Indexable,https://www.myreliefplus.com/blog,,/blog,Canonicalize pagination/filter URL,P3,Proposed,Keep canonical to /blog and exclude parameter variants from the XML sitemap.
https://www.myreliefplus.com/blog/why-your-knee-hurts-when-going-up-stairs-lafayette-la-guide,200 OK,Indexable,https://www.myreliefplus.com/blog/why-your-knee-hurts-when-going-up-stairs-lafayette-la-guide,,/blog/why-your-knee-hurts-when-going-up-stairs-lafayette-la-guide,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/why-your-lower-back-hurts-when-sitting-lafayette-la-guide,200 OK,Indexable,https://www.myreliefplus.com/blog/why-your-lower-back-hurts-when-sitting-lafayette-la-guide,,/blog/why-your-lower-back-hurts-when-sitting-lafayette-la-guide,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/why-your-back-hurts-when-you-stand-too-long-lafayette-la-guide,200 OK,Indexable,https://www.myreliefplus.com/blog/why-your-back-hurts-when-you-stand-too-long-lafayette-la-guide,,/blog/why-your-back-hurts-when-you-stand-too-long-lafayette-la-guide,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/the-rhythm-of-recovery-why-acadianas-musicians-are-turning-to-chiropractic-care,200 OK,Indexable,https://www.myreliefplus.com/blog/the-rhythm-of-recovery-why-acadianas-musicians-are-turning-to-chiropractic-care,,/blog/the-rhythm-of-recovery-why-acadianas-musicians-are-turning-to-chiropractic-care,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/cervical-traction-a-path-to-relief-at-relief-plus-chiropractic-clinic,200 OK,Indexable,https://www.myreliefplus.com/blog/cervical-traction-a-path-to-relief-at-relief-plus-chiropractic-clinic,,/blog/cervical-traction-a-path-to-relief-at-relief-plus-chiropractic-clinic,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/the-safest-approach-to-cervical-spine-manipulation-reducing-risks-and-enhancing-health,200 OK,Indexable,https://www.myreliefplus.com/blog/the-safest-approach-to-cervical-spine-manipulation-reducing-risks-and-enhancing-health,,/blog/the-safest-approach-to-cervical-spine-manipulation-reducing-risks-and-enhancing-health,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/lumbar-disc-pain-why-your-back-isnt-just-tight-and-what-to-do-about-it,200 OK,Indexable,https://www.myreliefplus.com/blog/lumbar-disc-pain-why-your-back-isnt-just-tight-and-what-to-do-about-it,,/blog/lumbar-disc-pain-why-your-back-isnt-just-tight-and-what-to-do-about-it,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/unlocking-the-bodys-potential-the-science-of-natural-movement,200 OK,Indexable,https://www.myreliefplus.com/blog/unlocking-the-bodys-potential-the-science-of-natural-movement,,/blog/unlocking-the-bodys-potential-the-science-of-natural-movement,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/exploring-the-mobile-stable-complex-by-janda-insights-into-functional-injuries,200 OK,Indexable,https://www.myreliefplus.com/blog/exploring-the-mobile-stable-complex-by-janda-insights-into-functional-injuries,,/blog/exploring-the-mobile-stable-complex-by-janda-insights-into-functional-injuries,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/sciatica-treatment-in-lafayette-la-how-to-get-relief-fast-and-what-actually-works,200 OK,Indexable,https://www.myreliefplus.com/blog/sciatica-treatment-in-lafayette-la-how-to-get-relief-fast-and-what-actually-works,,/blog/sciatica-treatment-in-lafayette-la-how-to-get-relief-fast-and-what-actually-works,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/when-to-see-a-chiropractor-in-lafayette-la-signs-you-shouldnt-ignore,200 OK,Indexable,https://www.myreliefplus.com/blog/when-to-see-a-chiropractor-in-lafayette-la-signs-you-shouldnt-ignore,,/blog/when-to-see-a-chiropractor-in-lafayette-la-signs-you-shouldnt-ignore,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog?offset=1775330060265&reversePaginate=true,0 Blocked by robots.txt,Non-Indexable,,,/blog,Exclude crawl parameter from migration,P3,Proposed,Robots-blocked parameter URL; keep out of sitemap and prevent indexable duplication.
https://www.myreliefplus.com/blog/strengthening-your-foundation-top-three-exercises-for-low-back-stability,200 OK,Indexable,https://www.myreliefplus.com/blog/strengthening-your-foundation-top-three-exercises-for-low-back-stability,,/blog/strengthening-your-foundation-top-three-exercises-for-low-back-stability,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/back-pain-treatment-in-lafayette-la-what-actually-works-and-why-most-treatments-fail,200 OK,Indexable,https://www.myreliefplus.com/blog/back-pain-treatment-in-lafayette-la-what-actually-works-and-why-most-treatments-fail,,/blog/back-pain-treatment-in-lafayette-la-what-actually-works-and-why-most-treatments-fail,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/integrating-developmental-kinesiology-into-everyday-life,200 OK,Indexable,https://www.myreliefplus.com/blog/integrating-developmental-kinesiology-into-everyday-life,,/blog/integrating-developmental-kinesiology-into-everyday-life,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/understanding-and-managing-mortons-neuroma-a-comprehensive-guide,200 OK,Indexable,https://www.myreliefplus.com/blog/understanding-and-managing-mortons-neuroma-a-comprehensive-guide,,/blog/understanding-and-managing-mortons-neuroma-a-comprehensive-guide,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/the-carencro-commute-and-the-industrial-athlete-is-your-job-winning-the-war-on-your-spine,200 OK,Indexable,https://www.myreliefplus.com/blog/the-carencro-commute-and-the-industrial-athlete-is-your-job-winning-the-war-on-your-spine,,/blog/the-carencro-commute-and-the-industrial-athlete-is-your-job-winning-the-war-on-your-spine,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/breathing-and-posture-foundations-of-optimal-health,200 OK,Indexable,https://www.myreliefplus.com/blog/breathing-and-posture-foundations-of-optimal-health,,/blog/breathing-and-posture-foundations-of-optimal-health,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/headaches-that-wont-go-away-it-might-not-be-what-you-think,200 OK,Indexable,https://www.myreliefplus.com/blog/headaches-that-wont-go-away-it-might-not-be-what-you-think,,/blog/headaches-that-wont-go-away-it-might-not-be-what-you-think,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog?offset=1713965165354,200 OK,Non-Indexable,https://www.myreliefplus.com/blog,,/blog,Canonicalize pagination/filter URL,P3,Proposed,Keep canonical to /blog and exclude parameter variants from the XML sitemap.
https://www.myreliefplus.com/blog/integrating-chiropractic-care-and-physical-therapy-for-comprehensive-pain-management,200 OK,Indexable,https://www.myreliefplus.com/blog/integrating-chiropractic-care-and-physical-therapy-for-comprehensive-pain-management,,/blog/integrating-chiropractic-care-and-physical-therapy-for-comprehensive-pain-management,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/pregnancy-pain-whats-normal-whats-not-and-how-to-find-relief-safely,200 OK,Indexable,https://www.myreliefplus.com/blog/pregnancy-pain-whats-normal-whats-not-and-how-to-find-relief-safely,,/blog/pregnancy-pain-whats-normal-whats-not-and-how-to-find-relief-safely,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog?author=65c4d351aeb76a63df60df03,0 Blocked by robots.txt,Non-Indexable,,,/blog,Exclude crawl parameter from migration,P3,Proposed,Robots-blocked parameter URL; keep out of sitemap and prevent indexable duplication.
https://www.myreliefplus.com/blog/beyond-the-adjustment-why-carencros-industrial-athletes-trust-relief-plus-for-total-recovery,200 OK,Indexable,https://www.myreliefplus.com/blog/beyond-the-adjustment-why-carencros-industrial-athletes-trust-relief-plus-for-total-recovery,,/blog/beyond-the-adjustment-why-carencros-industrial-athletes-trust-relief-plus-for-total-recovery,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/rediscovering-primal-movement-patterns-for-modern-wellness,200 OK,Indexable,https://www.myreliefplus.com/blog/rediscovering-primal-movement-patterns-for-modern-wellness,,/blog/rediscovering-primal-movement-patterns-for-modern-wellness,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/the-carencro-workers-guide-to-lumbar-health-keeping-acadiana-strong,200 OK,Indexable,https://www.myreliefplus.com/blog/the-carencro-workers-guide-to-lumbar-health-keeping-acadiana-strong,,/blog/the-carencro-workers-guide-to-lumbar-health-keeping-acadiana-strong,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/team,404 Not Found,Non-Indexable,,,,Remove or correct internal references,P2,Proposed,Current crawl returns 404; do not recreate unless analytics/backlinks demonstrate value.
https://www.myreliefplus.com/blog/frozen-shoulder-effective-exercises-for-regaining-your-range-of-motion,200 OK,Indexable,https://www.myreliefplus.com/blog/frozen-shoulder-effective-exercises-for-regaining-your-range-of-motion,,/blog/frozen-shoulder-effective-exercises-for-regaining-your-range-of-motion,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
https://www.myreliefplus.com/blog/unlocking-the-secrets-of-sleep-chiropractic-techniques-for-a-restful-night,200 OK,Indexable,https://www.myreliefplus.com/blog/unlocking-the-secrets-of-sleep-chiropractic-techniques-for-a-restful-night,,/blog/unlocking-the-secrets-of-sleep-chiropractic-techniques-for-a-restful-night,Preserve URL and rebuild equivalent page,P2,Proposed,"Preserve current path, intent, primary content, metadata, canonical, and internal links."
